n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-101-156.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-101-156.fasta	96.685	181	4	2	2.55e-80	300	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
consensus_medaka-111-16.fasta	98.844	173	2	0	4.18e-83	309	AB302388.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB302388.1
consensus_medaka-111-16.fasta	98.844	173	2	0	4.18e-83	309	AB302387.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	AB302387.1
consensus_medaka-111-16.fasta	98.810	168	2	0	2.52e-80	300	HQ228991.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__sp.	JL-2010	HQ228991.1
consensus_medaka-111-16.fasta	100.000	162	0	0	2.52e-80	300	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
consensus_medaka-111-16.fasta	98.214	168	3	0	1.17e-78	294	DQ925312.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Ligula;	s__colymbi	DQ925312.1
consensus_medaka-111-16.fasta	98.214	168	3	0	1.17e-78	294	DQ925309.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ925309.1
consensus_medaka-111-16.fasta	98.214	168	3	0	1.17e-78	294	DQ925308.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Digramma;	s__interrupta	DQ925308.1
consensus_medaka-111-16.fasta	97.024	168	5	0	2.54e-75	283	DQ925310.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Adenocephalus;	s__pacificus	DQ925310.2
consensus_medaka-111-16.fasta	99.342	152	1	0	4.24e-73	276	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
consensus_medaka-111-16.fasta	100.000	148	0	0	1.53e-72	274	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
consensus_medaka-111-16.fasta	99.306	144	1	0	1.19e-68	261	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
consensus_medaka-111-16.fasta	100.000	133	0	0	3.33e-64	246	DQ768163.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	DQ768163.1
consensus_medaka-111-16.fasta	91.908	173	14	0	3.33e-64	246	AJ287576.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Trypanorhyncha;	f__Sphyriocephalidae;	g__Sphyriocephalus;	s__sp.	DTJL-2000	AJ287576.1
consensus_medaka-111-16.fasta	91.908	173	12	2	1.55e-62	241	EU660530.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660530.1
consensus_medaka-111-16.fasta	91.908	173	12	2	1.55e-62	241	EU660529.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetraphyllidea;	f__Onchobothriidae;	g__Acanthobothrium;	s__brevissime	EU660529.1
consensus_medaka-111-16.fasta	99.248	133	1	0	1.55e-62	241	DQ768160.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	DQ768160.1
consensus_medaka-111-16.fasta	99.248	133	1	0	1.55e-62	241	DQ181945.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__dendriticus	DQ181945.2
consensus_medaka-111-16.fasta	99.248	133	1	0	1.55e-62	241	DQ181944.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__ditremum	DQ181944.2
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-116-96.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
consensus_medaka-116-96.fasta	97.333	150	4	0	4.59e-67	255	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
consensus_medaka-116-96.fasta	97.842	139	3	0	1.28e-62	241	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
consensus_medaka-116-96.fasta	97.842	139	3	0	1.28e-62	241	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
consensus_medaka-116-96.fasta	97.619	126	3	0	2.16e-55	217	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
consensus_medaka-116-96.fasta	88.667	150	16	1	7.90e-45	182	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
consensus_medaka-116-96.fasta	88.667	150	16	1	7.90e-45	182	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
consensus_medaka-116-96.fasta	88.514	148	13	4	3.67e-43	176	FR686380.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686380.1
consensus_medaka-116-96.fasta	88.514	148	13	4	3.67e-43	176	FR686379.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686379.1
consensus_medaka-116-96.fasta	88.514	148	13	4	3.67e-43	176	FR686375.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686375.1
consensus_medaka-116-96.fasta	88.514	148	13	4	3.67e-43	176	FR686374.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686374.1
consensus_medaka-116-96.fasta	88.000	150	17	1	3.67e-43	176	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
consensus_medaka-116-96.fasta	89.437	142	9	5	1.32e-42	174	FR686451.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686451.1
consensus_medaka-116-96.fasta	88.514	148	12	5	1.32e-42	174	FR686377.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__hartmanni	FR686377.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-117-80.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	JX237370.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	JX237370.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	HF911524.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__typica	HF911524.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	HE997159.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997159.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	HE997158.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997158.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	GQ472928.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472928.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	GQ472926.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472926.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	GQ472924.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472924.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
consensus_medaka-117-80.fasta	94.767	172	6	3	8.70e-70	265	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
consensus_medaka-117-80.fasta	94.220	173	7	3	1.13e-68	261	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
consensus_medaka-117-80.fasta	94.186	172	7	3	4.05e-68	259	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
consensus_medaka-117-80.fasta	94.186	172	7	3	4.05e-68	259	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
consensus_medaka-117-80.fasta	94.186	172	7	3	4.05e-68	259	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
consensus_medaka-117-80.fasta	94.186	172	7	3	4.05e-68	259	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
consensus_medaka-117-80.fasta	93.605	172	8	3	1.88e-66	254	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
consensus_medaka-117-80.fasta	93.605	172	8	3	1.88e-66	254	EU740603.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740603.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-118-152.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	JX237370.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	JX237370.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	HF911524.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__typica	HF911524.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	HE997159.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997159.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	HE997158.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997158.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	GQ472928.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472928.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	GQ472926.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472926.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	GQ472924.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472924.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
consensus_medaka-118-152.fasta	98.160	163	2	1	2.44e-75	283	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
consensus_medaka-118-152.fasta	96.988	166	4	1	1.13e-73	278	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
consensus_medaka-118-152.fasta	97.546	163	3	1	1.13e-73	278	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
consensus_medaka-118-152.fasta	96.988	166	4	1	1.13e-73	278	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
consensus_medaka-118-152.fasta	97.546	163	3	1	1.13e-73	278	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
consensus_medaka-118-152.fasta	97.546	163	3	1	1.13e-73	278	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
consensus_medaka-118-152.fasta	96.970	165	4	1	4.08e-73	276	AY702701.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Habronematidae;	g__Cyrnea;	s__mansioni	AY702701.1
consensus_medaka-118-152.fasta	96.933	163	4	1	5.27e-72	272	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-1191-15.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	7	hits	found
consensus_medaka-1191-15.fasta	86.550	171	16	6	9.70e-45	182	DQ992191.1	k__Eukaryota;	p__Discosea;	c__Discosea;	o__Longamoebia;	f__Acanthamoebidae;	g__Acanthamoeba;	s__sp.	EFW13	DQ992191.1
consensus_medaka-1191-15.fasta	95.349	43	2	0	7.88e-11	69.4	JQ910878.1	k__Fungi;	p__Fungi;	c__Fungi;	o__Fungi;	f__Fungi;	g__uncultured;	s__fungus	JQ910878.1
consensus_medaka-1191-15.fasta	93.333	45	3	0	2.83e-10	67.6	BMAW01120318.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Nephila;	s__pilipes	BMAW01120318.1
consensus_medaka-1191-15.fasta	93.333	45	3	0	2.83e-10	67.6	BMAO01037308.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01037308.1
consensus_medaka-1191-15.fasta	90.196	51	5	0	2.83e-10	67.6	BMAO01036578.1	k__Metazoa;	p__Arthropoda;	c__Arachnida;	o__Araneae;	f__Nephilidae;	g__Trichonephila;	s__clavata	BMAO01036578.1
consensus_medaka-1191-15.fasta	100.000	33	0	0	1.32e-08	62.1	JF699578.1	k__Metazoa;	p__Arthropoda;	c__Malacostraca;	o__Isopoda;	f__Sphaeromatidae;	g__Paracassidinopsis;	s__perlata	JF699578.1
consensus_medaka-1191-15.fasta	96.875	32	1	0	2.21e-06	54.7	FP178483.1	k__Eukaryota;	p__Haptophyta;	c__Haptophyta;	o__Isochrysidales;	f__Noelaerhabdaceae;	g__Emiliania;	s__huxleyi	FP178483.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-1196-78.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	JX237370.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	JX237370.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	HF911524.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__typica	HF911524.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	HE997159.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997159.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	HE997158.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	HE997158.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	GQ472928.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472928.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	GQ472926.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472926.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	GQ472924.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	GQ472924.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AF411202.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AF411202.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AB908161.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908161.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AB908160.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Cosmocercidae;	g__Cosmocercoides;	s__tonkinensis	AB908160.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AB277824.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Pseudoterranova;	s__decipiens	AB277824.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AB277823.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__pegreffii	AB277823.1
consensus_medaka-1196-78.fasta	99.422	173	1	0	1.91e-84	315	AB277822.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Anisakidae;	g__Anisakis;	s__simplex	AB277822.1
consensus_medaka-1196-78.fasta	98.851	174	2	0	2.47e-83	311	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
consensus_medaka-1196-78.fasta	98.844	173	2	0	8.88e-83	309	HM067977.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Spirocercidae;	g__Streptopharagus;	s__sp.	JSL-2010	HM067977.1
consensus_medaka-1196-78.fasta	98.844	173	2	0	8.88e-83	309	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
consensus_medaka-1196-78.fasta	98.844	173	2	0	8.88e-83	309	AF115571.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__auctum	AF115571.1
consensus_medaka-1196-78.fasta	98.844	173	2	0	8.88e-83	309	AB277826.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Raphidascarididae;	g__Hysterothylacium;	s__aduncum	AB277826.1
consensus_medaka-1196-78.fasta	98.266	173	3	0	4.13e-81	303	GPS_020161272.1	k__Metazoa;	p__Chordata;	c__Actinopteri;	o__Cyprinodontiformes;	f__Fundulidae;	g__Fundulus;	s__heteroclitus	GPS_020161272.1
consensus_medaka-1196-78.fasta	98.266	173	3	0	4.13e-81	303	EU740575.1	k__Eukaryota;	p__Eukaryota;	c__Eukaryota;	o__Eukaryota;	f__Eukaryota;	g__uncultured;	s__eukaryote	EU740575.1
#	BLASTN	2.12.0+
#	Query:	consensus_medaka-121-159.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
consensus_medaka-121-159.fasta	98.286	175	2	1	5.30e-82	305	EF180059.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Toxocaridae;	g__Toxocara;	s__cati	EF180059.1
consensus_medaka-121-159.fasta	98.276	174	2	1	1.91e-81	303	GU245692.1	k__Metazoa;	p__Nematoda;	c__Chromadorea;	o__Rhabditida;	f__Ascarididae;	g__Krefftascaris;	s__sharpiloi	GU245692.1
