n_sequences,	cluster_id,	query_id,	%_identity,	alignment_length,	mismatches,	gap_opens,	evalue,	bit_score,	subject_titles
#	BLASTN	2.12.0+
#	Query:	polished-100-422.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-100-422.fasta	99.270	548	1	2	0.0	987	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
polished-1019-201.fasta	96.042	379	8	5	6.68e-174	612	AF124459.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__stemmacephalum	AF124459.1
polished-1019-201.fasta	96.703	364	5	5	5.20e-170	599	AB374225.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB374225.1
polished-1019-201.fasta	96.438	365	6	5	6.73e-169	595	AB353272.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diplogonoporus;	s__grandis	AB353272.1
polished-1019-201.fasta	96.657	359	5	5	3.13e-167	590	AB512013.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__nihonkaiensis	AB512013.1
polished-1019-201.fasta	93.158	380	17	5	5.31e-155	549	DQ925307.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Pseudophyllidea;	f__Cephalochlamydidae;	g__Cephalochlamys;	s__namaquensis	DQ925307.1
polished-1019-201.fasta	96.439	337	5	5	5.31e-155	549	DQ181943.2	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Diphyllobothrium;	s__sp.	HY-2005	DQ181943.2
polished-1019-201.fasta	96.142	337	6	5	2.47e-153	544	DQ181941.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Dibothriocephalus;	s__latus	DQ181941.1
polished-1019-201.fasta	92.473	372	17	9	1.16e-146	521	AJ287496.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Trypanorhyncha;	f__Lacistorhynchidae;	g__Pseudogilquinia;	s__pillersi	AJ287496.1
polished-1019-201.fasta	92.896	366	14	8	1.16e-146	521	AF267290.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Duthiersia;	s__fimbriata	AF267290.1
#	BLASTN	2.12.0+
#	Query:	polished-102-1009.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-102-1009.fasta	99.421	691	0	4	0.0	1251	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-102-1009.fasta	98.698	691	5	4	0.0	1223	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-102-1009.fasta	98.553	691	6	4	0.0	1218	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-102-1009.fasta	98.263	691	8	4	0.0	1206	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-102-1009.fasta	98.410	692	6	5	0.0	1212	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-102-1009.fasta	98.121	692	8	5	0.0	1201	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-102-1009.fasta	98.410	692	6	5	0.0	1212	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-102-1009.fasta	98.121	692	8	5	0.0	1201	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-102-1009.fasta	98.408	691	7	4	0.0	1212	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-102-1009.fasta	98.119	691	9	4	0.0	1201	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-102-1009.fasta	98.410	692	6	5	0.0	1212	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-102-1009.fasta	98.121	692	8	5	0.0	1201	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-102-1009.fasta	98.540	685	6	4	0.0	1206	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-102-1009.fasta	98.248	685	8	4	0.0	1195	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-102-1009.fasta	98.263	691	8	4	0.0	1206	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-102-1009.fasta	97.974	691	10	4	0.0	1195	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-102-1009.fasta	97.547	693	11	6	0.0	1181	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-102-1009.fasta	97.403	693	12	6	0.0	1175	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-102-1009.fasta	99.343	609	0	4	0.0	1099	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-102-1009.fasta	98.522	609	5	4	0.0	1072	GQ423749.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423749.1
polished-102-1009.fasta	99.343	609	0	4	0.0	1099	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-102-1009.fasta	98.522	609	5	4	0.0	1072	GQ423748.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	GQ423748.1
polished-102-1009.fasta	89.731	633	54	9	0.0	798	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-102-1009.fasta	89.573	633	55	9	0.0	793	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-102-1009.fasta	99.080	435	0	4	0.0	778	EF204915.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	EF204915.1
polished-102-1009.fasta	98.161	435	4	4	0.0	756	EF204915.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	EF204915.1
polished-102-1009.fasta	88.106	639	64	10	0.0	750	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-102-1009.fasta	87.950	639	65	10	0.0	745	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-102-1009.fasta	88.424	622	67	5	0.0	745	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-102-1009.fasta	88.264	622	68	5	0.0	739	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-102-1009.fasta	87.988	641	61	10	0.0	743	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-102-1009.fasta	87.832	641	62	10	0.0	737	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-102-1009.fasta	88.368	619	67	5	0.0	739	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-102-1009.fasta	88.207	619	68	5	0.0	734	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-102-1009.fasta	87.480	639	68	11	0.0	726	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-102-1009.fasta	87.324	639	69	11	0.0	721	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-102-1009.fasta	87.344	640	67	10	0.0	721	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-102-1009.fasta	87.188	640	68	10	0.0	715	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-102-1009.fasta	87.188	640	68	10	0.0	719	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
polished-102-1009.fasta	87.031	640	69	10	0.0	713	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
#	BLASTN	2.12.0+
#	Query:	polished-102-1396.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	40	hits	found
polished-102-1396.fasta	100.000	218	0	0	4.87e-111	403	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-102-1396.fasta	99.095	221	2	0	2.26e-109	398	AB282658.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB282658.1
polished-102-1396.fasta	98.643	221	3	0	1.05e-107	392	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-102-1396.fasta	99.083	218	2	0	1.05e-107	392	AB485592.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB485592.1
polished-102-1396.fasta	98.198	222	3	1	4.90e-106	387	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-102-1396.fasta	98.630	219	2	1	4.90e-106	387	AB749447.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749447.1
polished-102-1396.fasta	98.198	222	3	1	4.90e-106	387	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-102-1396.fasta	98.630	219	2	1	4.90e-106	387	AB749446.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB749446.1
polished-102-1396.fasta	98.190	221	4	0	4.90e-106	387	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-102-1396.fasta	98.624	218	3	0	4.90e-106	387	AB720830.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB720830.1
polished-102-1396.fasta	98.198	222	3	1	4.90e-106	387	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-102-1396.fasta	98.630	219	2	1	4.90e-106	387	AB426549.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__histolytica	AB426549.1
polished-102-1396.fasta	98.190	221	4	0	4.90e-106	387	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-102-1396.fasta	98.624	218	3	0	4.90e-106	387	AB282657.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	AB282657.1
polished-102-1396.fasta	99.057	212	2	0	2.28e-104	381	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-102-1396.fasta	99.057	212	2	0	2.28e-104	381	FR686356.2	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__nuttalli	FR686356.2
polished-102-1396.fasta	98.068	207	4	0	2.97e-98	361	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-102-1396.fasta	98.529	204	3	0	2.97e-98	361	AB282661.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__dispar	AB282661.1
polished-102-1396.fasta	96.089	179	6	1	3.95e-77	291	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-102-1396.fasta	96.591	176	5	1	3.95e-77	291	FN666250.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666250.1
polished-102-1396.fasta	95.531	179	7	1	1.84e-75	285	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-102-1396.fasta	96.023	176	6	1	1.84e-75	285	FR686358.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686358.1
polished-102-1396.fasta	95.531	179	7	1	1.84e-75	285	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-102-1396.fasta	96.023	176	6	1	1.84e-75	285	FN666252.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666252.1
polished-102-1396.fasta	95.531	179	7	1	1.84e-75	285	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-102-1396.fasta	96.023	176	6	1	1.84e-75	285	FN666249.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666249.1
polished-102-1396.fasta	95.531	179	7	1	1.84e-75	285	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
polished-102-1396.fasta	96.023	176	6	1	1.84e-75	285	FN666248.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666248.1
polished-102-1396.fasta	94.972	179	8	1	8.56e-74	279	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-102-1396.fasta	95.455	176	7	1	8.56e-74	279	FN666253.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	CS-2010	FN666253.1
polished-102-1396.fasta	94.413	179	9	1	3.98e-72	274	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-102-1396.fasta	94.886	176	8	1	3.98e-72	274	FN666251.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__bovis	FN666251.1
polished-102-1396.fasta	95.294	170	7	1	1.85e-70	268	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-102-1396.fasta	95.294	170	7	1	1.85e-70	268	FR686361.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL4	FR686361.1
polished-102-1396.fasta	95.783	166	6	1	6.66e-70	267	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-102-1396.fasta	95.783	166	6	1	6.66e-70	267	FR686362.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686362.1
polished-102-1396.fasta	95.706	163	6	1	3.10e-68	261	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-102-1396.fasta	95.706	163	6	1	3.10e-68	261	FR686363.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL2	FR686363.1
polished-102-1396.fasta	95.625	160	6	1	1.44e-66	255	FR686454.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686454.1
polished-102-1396.fasta	95.625	160	6	1	1.44e-66	255	FR686454.1	k__Eukaryota;	p__Evosea;	c__Evosea;	o__Mastigamoebida;	f__Entamoebidae;	g__Entamoeba;	s__sp.	RL3	FR686454.1
#	BLASTN	2.12.0+
#	Query:	polished-102-929.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	23	hits	found
polished-102-929.fasta	99.751	402	1	0	0.0	737	JQ609338.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__saginata	JQ609338.1
polished-102-929.fasta	99.005	402	4	0	0.0	721	GQ260088.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__asiatica	GQ260088.1
polished-102-929.fasta	95.771	402	17	0	0.0	649	GQ260089.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__multiceps	GQ260089.1
polished-102-929.fasta	92.995	414	10	5	4.39e-166	586	GQ260091.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__solium	GQ260091.1
polished-102-929.fasta	99.672	305	1	0	9.57e-158	558	AB731616.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__saginata	AB731616.1
polished-102-929.fasta	98.361	305	5	0	4.48e-151	536	AB731617.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__asiatica	AB731617.1
polished-102-929.fasta	89.260	419	22	18	4.55e-141	503	GQ260090.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__hydatigena	GQ260090.1
polished-102-929.fasta	88.180	423	20	23	2.76e-133	477	JQ609339.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__pisiformis	JQ609339.1
polished-102-929.fasta	94.498	309	13	3	3.56e-132	473	AB731623.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__madoquae	AB731623.1
polished-102-929.fasta	94.426	305	17	0	4.61e-131	470	AB731621.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__multiceps	AB731621.1
polished-102-929.fasta	93.333	315	11	5	3.59e-127	457	AB731622.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__ovis	AB731622.1
polished-102-929.fasta	92.628	312	16	3	1.01e-122	442	AB731620.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Taenia;	s__serialis	AB731620.1
polished-102-929.fasta	85.330	409	23	21	1.33e-106	388	EU704119.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__granulosus	EU704119.1
polished-102-929.fasta	84.964	419	22	24	4.78e-106	387	JQ609340.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Hydatigera;	s__taeniaeformis	JQ609340.1
polished-102-929.fasta	84.653	404	26	25	4.81e-101	370	JQ609343.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Anoplocephalidae;	g__Avitellina;	s__centripunctata	JQ609343.1
polished-102-929.fasta	84.211	399	40	20	6.22e-100	366	AF124473.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Tetrabothriidea;	f__Tetrabothriidae;	g__Tetrabothrius;	s__forsteri	AF124473.1
polished-102-929.fasta	84.051	395	24	18	2.92e-93	344	EU704117.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__multilocularis	EU704117.1
polished-102-929.fasta	84.010	394	24	18	1.05e-92	342	EU704116.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Taeniidae;	g__Echinococcus;	s__multilocularis	EU704116.1
polished-102-929.fasta	89.850	266	17	8	6.31e-90	333	AF286980.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Davaineidae;	g__Raillietina;	s__australis	AF286980.1
polished-102-929.fasta	100.000	75	0	0	1.48e-31	139	AF286980.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Cyclophyllidea;	f__Davaineidae;	g__Raillietina;	s__australis	AF286980.1
polished-102-929.fasta	97.326	187	5	0	1.77e-85	318	AF124474.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Nippotaeniidea;	f__Nippotaeniidae;	g__Amurotaenia;	s__decidua	AF124474.1
polished-102-929.fasta	100.000	75	0	0	1.48e-31	139	AF124474.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Nippotaeniidea;	f__Nippotaeniidae;	g__Amurotaenia;	s__decidua	AF124474.1
polished-102-929.fasta	100.000	30	0	0	1.53e-06	56.5	AF124474.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Nippotaeniidea;	f__Nippotaeniidae;	g__Amurotaenia;	s__decidua	AF124474.1
#	BLASTN	2.12.0+
#	Query:	polished-102-945.fasta
#	Database:	/mnt/e/Nanopore/ncbi-refseqs_18S_v220513-derep-uniq.fasta
#	Fields:	query	id,	%	identity,	alignment	length,	mismatches,	gap	opens,	evalue,	bit	score,	subject	titles,	subject	ids
#	20	hits	found
polished-102-945.fasta	90.657	396	17	14	9.57e-143	508	AF124460.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Schistocephalus;	s__solidus	AF124460.1
polished-102-945.fasta	90.404	396	19	12	4.45e-141	503	DQ925307.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Pseudophyllidea;	f__Cephalochlamydidae;	g__Cephalochlamys;	s__namaquensis	DQ925307.1
polished-102-945.fasta	90.633	395	14	14	4.45e-141	503	D64072.1	k__Metazoa;	p__Platyhelminthes;	c__Cestoda;	o__Diphyllobothriidea;	f__Diphyllobothriidae;	g__Spirometra;	s__erinaceieuropaei	D64072.1
